Order	Family name	Family	Common name	Scientific name	2022 IUCN Red List category
STRUTHIONIFORMES	Struthionidae	Ostriches	Common Ostrich	Struthio camelus	LC
STRUTHIONIFORMES	Struthionidae	Ostriches	Somali Ostrich	Struthio molybdophanes	VU
STRUTHIONIFORMES	Rheidae	Rheas	Greater Rhea	Rhea americana	NT
STRUTHIONIFORMES	Rheidae	Rheas	Lesser Rhea	Rhea pennata	LC
STRUTHIONIFORMES	Tinamidae	Tinamous	Tawny-breasted Tinamou	Nothocercus julius	LC
STRUTHIONIFORMES	Tinamidae	Tinamous	Highland Tinamou	Nothocercus bonapartei	LC
STRUTHIONIFORMES	Tinamidae	Tinamous	Hooded Tinamou	Nothocercus nigrocapillus	LC
STRUTHIONIFORMES	Tinamidae	Tinamous	Grey Tinamou	Tinamus tao	VU
STRUTHIONIFORMES	Tinamidae	Tinamous	Solitary Tinamou	Tinamus solitarius	NT
STRUTHIONIFORMES	Tinamidae	Tinamous	Black Tinamou	Tinamus osgoodi	VU
STRUTHIONIFORMES	Tinamidae	Tinamous	Great Tinamou	Tinamus major	LC
STRUTHIONIFORMES	Tinamidae	Tinamous	White-throated Tinamou	Tinamus guttatus	NT
STRUTHIONIFORMES	Tinamidae	Tinamous	Berlepsch's Tinamou	Crypturellus berlepschi	LC
STRUTHIONIFORMES	Tinamidae	Tinamous	Cinereous Tinamou	Crypturellus cinereus	LC
STRUTHIONIFORMES	Tinamidae	Tinamous	Tepui Tinamou	Crypturellus ptaritepui	LC
STRUTHIONIFORMES	Tinamidae	Tinamous	Little Tinamou	Crypturellus soui	LC
STRUTHIONIFORMES	Tinamidae	Tinamous	Brown Tinamou	Crypturellus obsoletus	LC
STRUTHIONIFORMES	Tinamidae	Tinamous	Undulated Tinamou	Crypturellus undulatus	LC
STRUTHIONIFORMES	Tinamidae	Tinamous	Brazilian Tinamou	Crypturellus strigulosus	LC
STRUTHIONIFORMES	Tinamidae	Tinamous	Grey-legged Tinamou	Crypturellus duidae	LC
STRUTHIONIFORMES	Tinamidae	Tinamous	Red-legged Tinamou	Crypturellus erythropus	LC
STRUTHIONIFORMES	Tinamidae	Tinamous	Yellow-legged Tinamou	Crypturellus noctivagus	NT
STRUTHIONIFORMES	Tinamidae	Tinamous	Black-capped Tinamou	Crypturellus atrocapillus	LC
STRUTHIONIFORMES	Tinamidae	Tinamous	Thicket Tinamou	Crypturellus cinnamomeus	LC
STRUTHIONIFORMES	Tinamidae	Tinamous	Pale-browed Tinamou	Crypturellus transfasciatus	NT
STRUTHIONIFORMES	Tinamidae	Tinamous	Slaty-breasted Tinamou	Crypturellus boucardi	VU
STRUTHIONIFORMES	Tinamidae	Tinamous	Choco Tinamou	Crypturellus kerriae	VU
STRUTHIONIFORMES	Tinamidae	Tinamous	Variegated Tinamou	Crypturellus variegatus	LC
STRUTHIONIFORMES	Tinamidae	Tinamous	Rusty Tinamou	Crypturellus brevirostris	LC
STRUTHIONIFORMES	Tinamidae	Tinamous	Bartlett's Tinamou	Crypturellus bartletti	LC
STRUTHIONIFORMES	Tinamidae	Tinamous	Barred Tinamou	Crypturellus casiquiare	LC
STRUTHIONIFORMES	Tinamidae	Tinamous	Small-billed Tinamou	Crypturellus parvirostris	LC
STRUTHIONIFORMES	Tinamidae	Tinamous	Tataupa Tinamou	Crypturellus tataupa	LC
STRUTHIONIFORMES	Tinamidae	Tinamous	Red-winged Tinamou	Rhynchotus rufescens	LC
STRUTHIONIFORMES	Tinamidae	Tinamous	Huayco Tinamou	Rhynchotus maculicollis	LC
STRUTHIONIFORMES	Tinamidae	Tinamous	Taczanowski's Tinamou	Nothoprocta taczanowskii	VU
STRUTHIONIFORMES	Tinamidae	Tinamous	Ornate Tinamou	Nothoprocta ornata	LC
STRUTHIONIFORMES	Tinamidae	Tinamous	Chilean Tinamou	Nothoprocta perdicaria	LC
STRUTHIONIFORMES	Tinamidae	Tinamous	Brushland Tinamou	Nothoprocta cinerascens	LC
STRUTHIONIFORMES	Tinamidae	Tinamous	Andean Tinamou	Nothoprocta pentlandii	LC
STRUTHIONIFORMES	Tinamidae	Tinamous	Curve-billed Tinamou	Nothoprocta curvirostris	LC
STRUTHIONIFORMES	Tinamidae	Tinamous	White-bellied Nothura	Nothura boraquira	LC
STRUTHIONIFORMES	Tinamidae	Tinamous	Lesser Nothura	Nothura minor	VU
STRUTHIONIFORMES	Tinamidae	Tinamous	Darwin's Nothura	Nothura darwinii	LC
STRUTHIONIFORMES	Tinamidae	Tinamous	Spotted Nothura	Nothura maculosa	LC
STRUTHIONIFORMES	Tinamidae	Tinamous	Dwarf Tinamou	Taoniscus nanus	EN
STRUTHIONIFORMES	Tinamidae	Tinamous	Elegant Crested Tinamou	Eudromia elegans	LC
STRUTHIONIFORMES	Tinamidae	Tinamous	Quebracho Crested Tinamou	Eudromia formosa	LC
STRUTHIONIFORMES	Tinamidae	Tinamous	Puna Tinamou	Tinamotis pentlandii	LC
STRUTHIONIFORMES	Tinamidae	Tinamous	Patagonian Tinamou	Tinamotis ingoufi	LC
STRUTHIONIFORMES	Casuariidae	Cassowaries, Emus	Southern Cassowary	Casuarius casuarius	LC
STRUTHIONIFORMES	Casuariidae	Cassowaries, Emus	Dwarf Cassowary	Casuarius bennetti	LC
STRUTHIONIFORMES	Casuariidae	Cassowaries, Emus	Northern Cassowary	Casuarius unappendiculatus	LC
STRUTHIONIFORMES	Casuariidae	Cassowaries, Emus	Common Emu	Dromaius novaehollandiae	LC
STRUTHIONIFORMES	Casuariidae	Cassowaries, Emus	King Island Emu	Dromaius minor	EX
STRUTHIONIFORMES	Casuariidae	Cassowaries, Emus	Kangaroo Island Emu	Dromaius baudinianus	EX
STRUTHIONIFORMES	Apterygidae	Kiwis	Great Spotted Kiwi	Apteryx haastii	VU
STRUTHIONIFORMES	Apterygidae	Kiwis	Little Spotted Kiwi	Apteryx owenii	NT
STRUTHIONIFORMES	Apterygidae	Kiwis	North Island Brown Kiwi	Apteryx mantelli	VU
STRUTHIONIFORMES	Apterygidae	Kiwis	Southern Brown Kiwi	Apteryx australis	VU
STRUTHIONIFORMES	Apterygidae	Kiwis	Okarito Kiwi	Apteryx rowi	VU
GALLIFORMES	Megapodiidae	Megapodes	Australian Brush-turkey	Alectura lathami	LC
GALLIFORMES	Megapodiidae	Megapodes	Wattled Brush-turkey	Aepypodius arfakianus	LC
GALLIFORMES	Megapodiidae	Megapodes	Waigeo Brush-turkey	Aepypodius bruijnii	EN
GALLIFORMES	Megapodiidae	Megapodes	Red-billed Brush-turkey	Talegalla cuvieri	LC
GALLIFORMES	Megapodiidae	Megapodes	Black-billed Brush-turkey	Talegalla fuscirostris	LC
GALLIFORMES	Megapodiidae	Megapodes	Collared Brush-turkey	Talegalla jobiensis	LC
GALLIFORMES	Megapodiidae	Megapodes	Malleefowl	Leipoa ocellata	VU
GALLIFORMES	Megapodiidae	Megapodes	Maleo	Macrocephalon maleo	CR
GALLIFORMES	Megapodiidae	Megapodes	Moluccan Scrubfowl	Eulipoa wallacei	VU
GALLIFORMES	Megapodiidae	Megapodes	Nicobar Scrubfowl	Megapodius nicobariensis	VU
GALLIFORMES	Megapodiidae	Megapodes	Philippine Scrubfowl	Megapodius cumingii	LC
GALLIFORMES	Megapodiidae	Megapodes	Sula Scrubfowl	Megapodius bernsteinii	VU
GALLIFORMES	Megapodiidae	Megapodes	Tanimbar Scrubfowl	Megapodius tenimberensis	VU
GALLIFORMES	Megapodiidae	Megapodes	Vanuatu Scrubfowl	Megapodius layardi	VU
GALLIFORMES	Megapodiidae	Megapodes	Micronesian Scrubfowl	Megapodius laperouse	NT
GALLIFORMES	Megapodiidae	Megapodes	Tongan Scrubfowl	Megapodius pritchardii	VU
GALLIFORMES	Megapodiidae	Megapodes	Dusky Scrubfowl	Megapodius freycinet	LC
GALLIFORMES	Megapodiidae	Megapodes	Biak Scrubfowl	Megapodius geelvinkianus	NT
GALLIFORMES	Megapodiidae	Megapodes	New Guinea Scrubfowl	Megapodius decollatus	LC
GALLIFORMES	Megapodiidae	Megapodes	Melanesian Scrubfowl	Megapodius eremita	LC
GALLIFORMES	Megapodiidae	Megapodes	Orange-footed Scrubfowl	Megapodius reinwardt	LC
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Black Guan	Chamaepetes unicolor	LC
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Sickle-winged Guan	Chamaepetes goudotii	LC
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Highland Guan	Penelopina nigra	VU
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Band-tailed Guan	Penelope argyrotis	LC
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Bearded Guan	Penelope barbata	NT
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Baudo Guan	Penelope ortoni	EN
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Andean Guan	Penelope montagnii	LC
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Marail Guan	Penelope marail	LC
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Rusty-margined Guan	Penelope superciliaris	NT
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Red-faced Guan	Penelope dabbenei	LC
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Spix's Guan	Penelope jacquacu	LC
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Crested Guan	Penelope purpurascens	NT
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Cauca Guan	Penelope perspicax	VU
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	White-winged Guan	Penelope albipennis	EN
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Dusky-legged Guan	Penelope obscura	LC
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	White-crested Guan	Penelope pileata	VU
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Chestnut-bellied Guan	Penelope ochrogaster	VU
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	White-browed Guan	Penelope jacucaca	VU
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Trinidad Piping-guan	Pipile pipile	CR
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Blue-throated Piping-guan	Pipile cumanensis	LC
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	White-throated Piping-guan	Pipile grayi	NT
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Red-throated Piping-guan	Pipile cujubi	VU
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Black-fronted Piping-guan	Pipile jacutinga	EN
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Wattled Guan	Aburria aburri	NT
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Horned Guan	Oreophasis derbianus	EN
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Plain Chachalaca	Ortalis vetula	LC
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Grey-headed Chachalaca	Ortalis cinereiceps	LC
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Chestnut-winged Chachalaca	Ortalis garrula	LC
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Rufous-vented Chachalaca	Ortalis ruficauda	LC
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Rufous-headed Chachalaca	Ortalis erythroptera	VU
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Rufous-bellied Chachalaca	Ortalis wagleri	LC
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	West Mexican Chachalaca	Ortalis poliocephala	LC
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Chaco Chachalaca	Ortalis canicollis	LC
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	White-bellied Chachalaca	Ortalis leucogastra	LC
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Colombian Chachalaca	Ortalis columbiana	LC
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Speckled Chachalaca	Ortalis guttata	LC
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	East Brazilian Chachalaca	Ortalis araucuan	LC
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Scaled Chachalaca	Ortalis squamata	LC
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Little Chachalaca	Ortalis motmot	LC
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Buff-browed Chachalaca	Ortalis superciliaris	LC
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Nocturnal Curassow	Nothocrax urumutum	LC
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Great Curassow	Crax rubra	VU
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Blue-billed Curassow	Crax alberti	CR
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Yellow-knobbed Curassow	Crax daubentoni	NT
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Black Curassow	Crax alector	LC
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Bare-faced Curassow	Crax fasciolata	VU
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Belem Curassow	Crax pinima	CR
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Wattled Curassow	Crax globulosa	EN
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Red-billed Curassow	Crax blumenbachii	EN
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Crestless Curassow	Mitu tomentosum	NT
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Alagoas Curassow	Mitu mitu	EW
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Razor-billed Curassow	Mitu tuberosum	NT
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Salvin's Curassow	Mitu salvini	LC
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Horned Curassow	Pauxi unicornis	CR
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Sira Curassow	Pauxi koepckeae	CR
GALLIFORMES	Cracidae	Guans, Chachalacas, Curassows	Helmeted Curassow	Pauxi pauxi	EN
GALLIFORMES	Numididae	Guineafowl	Helmeted Guineafowl	Numida meleagris	LC
GALLIFORMES	Numididae	Guineafowl	White-breasted Guineafowl	Agelastes meleagrides	VU
GALLIFORMES	Numididae	Guineafowl	Black Guineafowl	Agelastes niger	LC
GALLIFORMES	Numididae	Guineafowl	Vulturine Guineafowl	Acryllium vulturinum	LC
GALLIFORMES	Numididae	Guineafowl	Plumed Guineafowl	Guttera plumifera	LC
GALLIFORMES	Numididae	Guineafowl	Western Crested Guineafowl	Guttera verreauxi	LC
GALLIFORMES	Numididae	Guineafowl	Eastern Crested Guineafowl	Guttera pucherani	LC
GALLIFORMES	Numididae	Guineafowl	Southern Crested Guineafowl	Guttera edouardi	LC
GALLIFORMES	Odontophoridae	New World Quails	Stone Partridge	Ptilopachus petrosus	LC
GALLIFORMES	Odontophoridae	New World Quails	Nahan's Partridge	Ptilopachus nahani	VU
GALLIFORMES	Odontophoridae	New World Quails	Banded Quail	Philortyx fasciatus	LC
GALLIFORMES	Odontophoridae	New World Quails	Mountain Quail	Oreortyx pictus	LC
GALLIFORMES	Odontophoridae	New World Quails	Northern Bobwhite	Colinus virginianus	NT
GALLIFORMES	Odontophoridae	New World Quails	Black-throated Bobwhite	Colinus nigrogularis	LC
GALLIFORMES	Odontophoridae	New World Quails	Spot-bellied Bobwhite	Colinus leucopogon	LC
GALLIFORMES	Odontophoridae	New World Quails	Crested Bobwhite	Colinus cristatus	LC
GALLIFORMES	Odontophoridae	New World Quails	Scaled Quail	Callipepla squamata	LC
GALLIFORMES	Odontophoridae	New World Quails	Elegant Quail	Callipepla douglasii	LC
GALLIFORMES	Odontophoridae	New World Quails	Gambel's Quail	Callipepla gambelii	LC
GALLIFORMES	Odontophoridae	New World Quails	California Quail	Callipepla californica	LC
GALLIFORMES	Odontophoridae	New World Quails	Bearded Wood-partridge	Dendrortyx barbatus	VU
GALLIFORMES	Odontophoridae	New World Quails	Long-tailed Wood-partridge	Dendrortyx macroura	LC
GALLIFORMES	Odontophoridae	New World Quails	Buffy-crowned Wood-partridge	Dendrortyx leucophrys	LC
GALLIFORMES	Odontophoridae	New World Quails	Marbled Wood-quail	Odontophorus gujanensis	LC
GALLIFORMES	Odontophoridae	New World Quails	Spot-winged Wood-quail	Odontophorus capueira	LC
GALLIFORMES	Odontophoridae	New World Quails	Black-eared Wood-quail	Odontophorus melanotis	NT
GALLIFORMES	Odontophoridae	New World Quails	Rufous-fronted Wood-quail	Odontophorus erythrops	LC
GALLIFORMES	Odontophoridae	New World Quails	Black-fronted Wood-quail	Odontophorus atrifrons	VU
GALLIFORMES	Odontophoridae	New World Quails	Chestnut Wood-quail	Odontophorus hyperythrus	LC
GALLIFORMES	Odontophoridae	New World Quails	Dark-backed Wood-quail	Odontophorus melanonotus	VU
GALLIFORMES	Odontophoridae	New World Quails	Rufous-breasted Wood-quail	Odontophorus speciosus	LC
GALLIFORMES	Odontophoridae	New World Quails	Tacarcuna Wood-quail	Odontophorus dialeucos	LC
GALLIFORMES	Odontophoridae	New World Quails	Gorgeted Wood-quail	Odontophorus strophium	VU
GALLIFORMES	Odontophoridae	New World Quails	Venezuelan Wood-quail	Odontophorus columbianus	NT
GALLIFORMES	Odontophoridae	New World Quails	Black-breasted Wood-quail	Odontophorus leucolaemus	LC
GALLIFORMES	Odontophoridae	New World Quails	Stripe-faced Wood-quail	Odontophorus balliviani	LC
GALLIFORMES	Odontophoridae	New World Quails	Starred Wood-quail	Odontophorus stellatus	LC
GALLIFORMES	Odontophoridae	New World Quails	Spotted Wood-quail	Odontophorus guttatus	LC
GALLIFORMES	Odontophoridae	New World Quails	Tawny-faced Quail	Rhynchortyx cinctus	NT
GALLIFORMES	Odontophoridae	New World Quails	Singing Quail	Dactylortyx thoracicus	LC
GALLIFORMES	Odontophoridae	New World Quails	Montezuma Quail	Cyrtonyx montezumae	LC
GALLIFORMES	Odontophoridae	New World Quails	Spot-breasted Quail	Cyrtonyx sallei	NT
GALLIFORMES	Odontophoridae	New World Quails	Ocellated Quail	Cyrtonyx ocellatus	VU
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Udzungwa Forest-partridge	Xenoperdix udzungwensis	EN
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Crested Partridge	Rollulus rouloul	VU
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Hill Partridge	Arborophila torqueola	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Rufous-throated Partridge	Arborophila rufogularis	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	White-cheeked Partridge	Arborophila atrogularis	NT
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Taiwan Partridge	Arborophila crudigularis	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Chestnut-breasted Partridge	Arborophila mandellii	NT
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Bar-backed Partridge	Arborophila brunneopectus	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Sichuan Partridge	Arborophila rufipectus	EN
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Collared Partridge	Arborophila gingica	NT
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Orange-necked Partridge	Arborophila davidi	NT
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Chestnut-headed Partridge	Arborophila cambodiana	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Malay Partridge	Arborophila campbelli	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Tan-breasted Partridge	Arborophila rolli	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Sumatran Partridge	Arborophila sumatrana	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	White-faced Partridge	Arborophila orientalis	VU
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Chestnut-bellied Partridge	Arborophila javanica	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Red-billed Partridge	Arborophila rubrirostris	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Bornean Partridge	Arborophila hyperythra	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Hainan Partridge	Arborophila ardens	VU
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Green-legged Partridge	Tropicoperdix chloropus	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Tonkin Partridge	Tropicoperdix tonkinensis	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Chestnut-necklaced Partridge	Tropicoperdix charltonii	VU
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Sabah Partridge	Tropicoperdix graydoni	NT
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Long-billed Partridge	Rhizothera longirostris	NT
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Dulit Partridge	Rhizothera dulitensis	VU
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Black Partridge	Melanoperdix niger	VU
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Crimson-headed Partridge	Haematortyx sanguiniceps	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Ferruginous Partridge	Caloperdix oculeus	NT
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Red Spurfowl	Galloperdix spadicea	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Painted Spurfowl	Galloperdix lunulata	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Sri Lanka Spurfowl	Galloperdix bicalcarata	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Congo Peafowl	Afropavo congensis	NT
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Indian Peafowl	Pavo cristatus	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Green Peafowl	Pavo muticus	EN
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Great Argus	Argusianus argus	VU
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Vietnamese Crested Argus	Rheinardia ocellata	CR
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Malaysian Crested Argus	Rheinardia nigrescens	NT
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Palawan Peacock-pheasant	Polyplectron napoleonis	VU
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Malay Peacock-pheasant	Polyplectron malacense	EN
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Bornean Peacock-pheasant	Polyplectron schleiermacheri	EN
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Germain's Peacock-pheasant	Polyplectron germaini	NT
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Hainan Peacock-pheasant	Polyplectron katsumatae	EN
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Grey Peacock-pheasant	Polyplectron bicalcaratum	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Mountain Peacock-pheasant	Polyplectron inopinatum	VU
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Bronze-tailed Peacock-pheasant	Polyplectron chalcurum	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Madagascar Partridge	Margaroperdix madagarensis	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Common Quail	Coturnix coturnix	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Japanese Quail	Coturnix japonica	NT
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Rain Quail	Coturnix coromandelica	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Harlequin Quail	Coturnix delegorguei	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Stubble Quail	Coturnix pectoralis	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	New Zealand Quail	Coturnix novaezelandiae	EX
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Brown Quail	Synoicus ypsilophorus	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Asian Blue Quail	Synoicus chinensis	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	African Blue Quail	Synoicus adansonii	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Snow Mountain Quail	Anurophasis monorthonyx	NT
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Caucasian Snowcock	Tetraogallus caucasicus	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Caspian Snowcock	Tetraogallus caspius	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Himalayan Snowcock	Tetraogallus himalayensis	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Tibetan Snowcock	Tetraogallus tibetanus	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Altai Snowcock	Tetraogallus altaicus	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Rock Partridge	Alectoris graeca	NT
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Chukar	Alectoris chukar	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Przevalski's Partridge	Alectoris magna	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Philby's Partridge	Alectoris philbyi	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Barbary Partridge	Alectoris barbara	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Red-legged Partridge	Alectoris rufa	NT
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Arabian Partridge	Alectoris melanocephala	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Snow Partridge	Lerwa lerwa	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	See-see Partridge	Ammoperdix griseogularis	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Sand Partridge	Ammoperdix heyi	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Jungle Bush-quail	Perdicula asiatica	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Rock Bush-quail	Perdicula argoondah	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Painted Bush-quail	Perdicula erythrorhyncha	LC
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Manipur Bush-quail	Perdicula manipurensis	EN
GALLIFORMES	Phasianidae	Pheasants, Partridges, Turkeys, Grouse	Himalayan Quail	Ophrysia superciliosa	CR
