Order	Family name	Family	Common name	Scientific name	2022 IUCN Red List category
CHARADRIIFORMES	Scolopacidae	Sandpipers, Snipes, Phalaropes	Jack Snipe	Lymnocryptes minimus	LC
CHARADRIIFORMES	Scolopacidae	Sandpipers, Snipes, Phalaropes	Wilson's Phalarope	Steganopus tricolor	LC
CHARADRIIFORMES	Scolopacidae	Sandpipers, Snipes, Phalaropes	Red-necked Phalarope	Phalaropus lobatus	LC
CHARADRIIFORMES	Scolopacidae	Sandpipers, Snipes, Phalaropes	Red Phalarope	Phalaropus fulicarius	LC
CHARADRIIFORMES	Scolopacidae	Sandpipers, Snipes, Phalaropes	Terek Sandpiper	Xenus cinereus	LC
CHARADRIIFORMES	Scolopacidae	Sandpipers, Snipes, Phalaropes	Common Sandpiper	Actitis hypoleucos	LC
CHARADRIIFORMES	Scolopacidae	Sandpipers, Snipes, Phalaropes	Spotted Sandpiper	Actitis macularius	LC
CHARADRIIFORMES	Scolopacidae	Sandpipers, Snipes, Phalaropes	Green Sandpiper	Tringa ochropus	LC
CHARADRIIFORMES	Scolopacidae	Sandpipers, Snipes, Phalaropes	Solitary Sandpiper	Tringa solitaria	LC
CHARADRIIFORMES	Scolopacidae	Sandpipers, Snipes, Phalaropes	Grey-tailed Tattler	Tringa brevipes	NT
CHARADRIIFORMES	Scolopacidae	Sandpipers, Snipes, Phalaropes	Wandering Tattler	Tringa incana	LC
CHARADRIIFORMES	Scolopacidae	Sandpipers, Snipes, Phalaropes	Willet	Tringa semipalmata	LC
CHARADRIIFORMES	Scolopacidae	Sandpipers, Snipes, Phalaropes	Lesser Yellowlegs	Tringa flavipes	LC
CHARADRIIFORMES	Scolopacidae	Sandpipers, Snipes, Phalaropes	Spotted Redshank	Tringa erythropus	LC
CHARADRIIFORMES	Scolopacidae	Sandpipers, Snipes, Phalaropes	Common Greenshank	Tringa nebularia	LC
CHARADRIIFORMES	Scolopacidae	Sandpipers, Snipes, Phalaropes	Greater Yellowlegs	Tringa melanoleuca	LC
CHARADRIIFORMES	Scolopacidae	Sandpipers, Snipes, Phalaropes	Common Redshank	Tringa totanus	LC
CHARADRIIFORMES	Scolopacidae	Sandpipers, Snipes, Phalaropes	Wood Sandpiper	Tringa glareola	LC
CHARADRIIFORMES	Scolopacidae	Sandpipers, Snipes, Phalaropes	Marsh Sandpiper	Tringa stagnatilis	LC
CHARADRIIFORMES	Scolopacidae	Sandpipers, Snipes, Phalaropes	Spotted Greenshank	Tringa guttifer	EN
CHARADRIIFORMES	Turnicidae	Buttonquails	Common Buttonquail	Turnix sylvaticus	LC
CHARADRIIFORMES	Turnicidae	Buttonquails	Red-backed Buttonquail	Turnix maculosus	LC
CHARADRIIFORMES	Turnicidae	Buttonquails	Yellow-legged Buttonquail	Turnix tanki	LC
CHARADRIIFORMES	Turnicidae	Buttonquails	Black-rumped Buttonquail	Turnix nanus	LC
CHARADRIIFORMES	Turnicidae	Buttonquails	Fynbos Buttonquail	Turnix hottentottus	LC
CHARADRIIFORMES	Turnicidae	Buttonquails	Spotted Buttonquail	Turnix ocellatus	LC
CHARADRIIFORMES	Turnicidae	Buttonquails	Barred Buttonquail	Turnix suscitator	LC
CHARADRIIFORMES	Turnicidae	Buttonquails	Madagascar Buttonquail	Turnix nigricollis	LC
CHARADRIIFORMES	Turnicidae	Buttonquails	Black-breasted Buttonquail	Turnix melanogaster	VU
CHARADRIIFORMES	Turnicidae	Buttonquails	New Caledonian Buttonquail	Turnix novaecaledoniae	CR (PE)
CHARADRIIFORMES	Turnicidae	Buttonquails	Painted Buttonquail	Turnix varius	LC
CHARADRIIFORMES	Turnicidae	Buttonquails	Buff-breasted Buttonquail	Turnix olivii	CR
CHARADRIIFORMES	Turnicidae	Buttonquails	Chestnut-backed Buttonquail	Turnix castanotus	LC
CHARADRIIFORMES	Turnicidae	Buttonquails	Red-chested Buttonquail	Turnix pyrrhothorax	LC
CHARADRIIFORMES	Turnicidae	Buttonquails	Sumba Buttonquail	Turnix everetti	VU
CHARADRIIFORMES	Turnicidae	Buttonquails	Luzon Buttonquail	Turnix worcesteri	DD
CHARADRIIFORMES	Turnicidae	Buttonquails	Little Buttonquail	Turnix velox	LC
CHARADRIIFORMES	Turnicidae	Buttonquails	Quail-plover	Ortyxelos meiffrenii	LC
CHARADRIIFORMES	Dromadidae	Crab-plover	Crab-plover	Dromas ardeola	LC
CHARADRIIFORMES	Glareolidae	Coursers, Pratincoles	Double-banded Courser	Smutsornis africanus	LC
CHARADRIIFORMES	Glareolidae	Coursers, Pratincoles	Three-banded Courser	Rhinoptilus cinctus	LC
CHARADRIIFORMES	Glareolidae	Coursers, Pratincoles	Bronze-winged Courser	Rhinoptilus chalcopterus	LC
CHARADRIIFORMES	Glareolidae	Coursers, Pratincoles	Jerdon's Courser	Rhinoptilus bitorquatus	CR
CHARADRIIFORMES	Glareolidae	Coursers, Pratincoles	Cream-coloured Courser	Cursorius cursor	LC
CHARADRIIFORMES	Glareolidae	Coursers, Pratincoles	Somali Courser	Cursorius somalensis	LC
CHARADRIIFORMES	Glareolidae	Coursers, Pratincoles	Burchell's Courser	Cursorius rufus	LC
CHARADRIIFORMES	Glareolidae	Coursers, Pratincoles	Temminck's Courser	Cursorius temminckii	LC
CHARADRIIFORMES	Glareolidae	Coursers, Pratincoles	Indian Courser	Cursorius coromandelicus	LC
CHARADRIIFORMES	Glareolidae	Coursers, Pratincoles	Australian Pratincole	Stiltia isabella	LC
CHARADRIIFORMES	Glareolidae	Coursers, Pratincoles	Collared Pratincole	Glareola pratincola	LC
CHARADRIIFORMES	Glareolidae	Coursers, Pratincoles	Oriental Pratincole	Glareola maldivarum	LC
CHARADRIIFORMES	Glareolidae	Coursers, Pratincoles	Black-winged Pratincole	Glareola nordmanni	NT
CHARADRIIFORMES	Glareolidae	Coursers, Pratincoles	Madagascar Pratincole	Glareola ocularis	NT
CHARADRIIFORMES	Glareolidae	Coursers, Pratincoles	Rock Pratincole	Glareola nuchalis	LC
CHARADRIIFORMES	Glareolidae	Coursers, Pratincoles	Grey Pratincole	Glareola cinerea	LC
CHARADRIIFORMES	Glareolidae	Coursers, Pratincoles	Little Pratincole	Glareola lactea	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Brown Noddy	Anous stolidus	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Lesser Noddy	Anous tenuirostris	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Black Noddy	Anous minutus	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Blue Noddy	Anous ceruleus	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Grey Noddy	Anous albivittus	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Atlantic White Tern	Gygis alba	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Common White Tern	Gygis candida	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Little White Tern	Gygis microrhyncha	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Black Skimmer	Rynchops niger	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	African Skimmer	Rynchops flavirostris	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Indian Skimmer	Rynchops albicollis	EN
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Saunders's Gull	Saundersilarus saundersi	VU
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Little Gull	Hydrocoloeus minutus	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Ross's Gull	Rhodostethia rosea	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Swallow-tailed Gull	Creagrus furcatus	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Sabine's Gull	Xema sabini	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Ivory Gull	Pagophila eburnea	NT
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Red-legged Kittiwake	Rissa brevirostris	VU
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Black-legged Kittiwake	Rissa tridactyla	VU
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Bonaparte's Gull	Larus philadelphia	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Slender-billed Gull	Larus genei	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Brown-headed Gull	Larus brunnicephalus	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Black-headed Gull	Larus ridibundus	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Andean Gull	Larus serranus	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Brown-hooded Gull	Larus maculipennis	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Hartlaub's Gull	Larus hartlaubii	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Grey-headed Gull	Larus cirrocephalus	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Silver Gull	Larus novaehollandiae	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Black-billed Gull	Larus bulleri	NT
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Grey Gull	Larus modestus	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Dolphin Gull	Larus scoresbii	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Franklin's Gull	Larus pipixcan	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Laughing Gull	Larus atricilla	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Lava Gull	Larus fuliginosus	VU
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Pallas's Gull	Larus ichthyaetus	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Relict Gull	Larus relictus	VU
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Mediterranean Gull	Larus melanocephalus	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Sooty Gull	Larus hemprichii	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	White-eyed Gull	Larus leucophthalmus	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Audouin's Gull	Larus audouinii	VU
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Heermann's Gull	Larus heermanni	NT
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Pacific Gull	Larus pacificus	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Black-tailed Gull	Larus crassirostris	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Belcher's Gull	Larus belcheri	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Olrog's Gull	Larus atlanticus	NT
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Ring-billed Gull	Larus delawarensis	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Mew Gull	Larus canus	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Yellow-footed Gull	Larus livens	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Western Gull	Larus occidentalis	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	California Gull	Larus californicus	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Kelp Gull	Larus dominicanus	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Lesser Black-backed Gull	Larus fuscus	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	European Herring Gull	Larus argentatus	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Armenian Gull	Larus armenicus	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Yellow-legged Gull	Larus michahellis	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Caspian Gull	Larus cachinnans	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Arctic Herring Gull	Larus smithsonianus	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Iceland Gull	Larus glaucoides	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Slaty-backed Gull	Larus schistisagus	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Glaucous-winged Gull	Larus glaucescens	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Glaucous Gull	Larus hyperboreus	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Great Black-backed Gull	Larus marinus	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Aleutian Tern	Onychoprion aleuticus	VU
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Sooty Tern	Onychoprion fuscatus	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Bridled Tern	Onychoprion anaethetus	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Grey-backed Tern	Onychoprion lunatus	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Little Tern	Sternula albifrons	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Saunders's Tern	Sternula saundersi	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Least Tern	Sternula antillarum	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Yellow-billed Tern	Sternula superciliaris	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Peruvian Tern	Sternula lorata	EN
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Fairy Tern	Sternula nereis	VU
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Damara Tern	Sternula balaenarum	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Large-billed Tern	Phaetusa simplex	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Common Gull-billed Tern	Gelochelidon nilotica	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Australian Gull-billed Tern	Gelochelidon macrotarsa	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Caspian Tern	Hydroprogne caspia	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Inca Tern	Larosterna inca	NT
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Black-fronted Tern	Chlidonias albostriatus	EN
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Whiskered Tern	Chlidonias hybrida	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	White-winged Tern	Chlidonias leucopterus	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Black Tern	Chlidonias niger	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	River Tern	Sterna aurantia	VU
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Roseate Tern	Sterna dougallii	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	White-fronted Tern	Sterna striata	NT
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Black-naped Tern	Sterna sumatrana	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	South American Tern	Sterna hirundinacea	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Common Tern	Sterna hirundo	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	White-cheeked Tern	Sterna repressa	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Arctic Tern	Sterna paradisaea	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Antarctic Tern	Sterna vittata	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Kerguelen Tern	Sterna virgata	NT
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Forster's Tern	Sterna forsteri	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Snowy-crowned Tern	Sterna trudeaui	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Black-bellied Tern	Sterna acuticauda	EN
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Lesser Crested Tern	Thalasseus bengalensis	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Chinese Crested Tern	Thalasseus bernsteini	CR
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Elegant Tern	Thalasseus elegans	NT
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Sandwich Tern	Thalasseus sandvicensis	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Royal Tern	Thalasseus maximus	LC
CHARADRIIFORMES	Laridae	Gulls, Terns, Skimmers	Greater Crested Tern	Thalasseus bergii	LC
CHARADRIIFORMES	Stercorariidae	Skuas	Long-tailed Jaeger	Stercorarius longicaudus	LC
CHARADRIIFORMES	Stercorariidae	Skuas	Arctic Jaeger	Stercorarius parasiticus	LC
CHARADRIIFORMES	Stercorariidae	Skuas	Pomarine Jaeger	Stercorarius pomarinus	LC
CHARADRIIFORMES	Stercorariidae	Skuas	Great Skua	Catharacta skua	LC
CHARADRIIFORMES	Stercorariidae	Skuas	South Polar Skua	Catharacta maccormicki	LC
CHARADRIIFORMES	Stercorariidae	Skuas	Brown Skua	Catharacta antarctica	LC
CHARADRIIFORMES	Stercorariidae	Skuas	Chilean Skua	Catharacta chilensis	LC
CHARADRIIFORMES	Alcidae	Auks	Rhinoceros Auklet	Cerorhinca monocerata	LC
CHARADRIIFORMES	Alcidae	Auks	Tufted Puffin	Fratercula cirrhata	LC
CHARADRIIFORMES	Alcidae	Auks	Atlantic Puffin	Fratercula arctica	VU
CHARADRIIFORMES	Alcidae	Auks	Horned Puffin	Fratercula corniculata	LC
CHARADRIIFORMES	Alcidae	Auks	Cassin's Auklet	Ptychoramphus aleuticus	NT
CHARADRIIFORMES	Alcidae	Auks	Parakeet Auklet	Aethia psittacula	LC
CHARADRIIFORMES	Alcidae	Auks	Least Auklet	Aethia pusilla	LC
CHARADRIIFORMES	Alcidae	Auks	Whiskered Auklet	Aethia pygmaea	LC
CHARADRIIFORMES	Alcidae	Auks	Crested Auklet	Aethia cristatella	LC
CHARADRIIFORMES	Alcidae	Auks	Long-billed Murrelet	Brachyramphus perdix	NT
CHARADRIIFORMES	Alcidae	Auks	Marbled Murrelet	Brachyramphus marmoratus	EN
CHARADRIIFORMES	Alcidae	Auks	Kittlitz's Murrelet	Brachyramphus brevirostris	NT
CHARADRIIFORMES	Alcidae	Auks	Black Guillemot	Cepphus grylle	LC
CHARADRIIFORMES	Alcidae	Auks	Pigeon Guillemot	Cepphus columba	LC
CHARADRIIFORMES	Alcidae	Auks	Spectacled Guillemot	Cepphus carbo	LC
CHARADRIIFORMES	Alcidae	Auks	Ancient Murrelet	Synthliboramphus antiquus	LC
CHARADRIIFORMES	Alcidae	Auks	Japanese Murrelet	Synthliboramphus wumizusume	VU
CHARADRIIFORMES	Alcidae	Auks	Scripps's Murrelet	Synthliboramphus scrippsi	VU
CHARADRIIFORMES	Alcidae	Auks	Guadalupe Murrelet	Synthliboramphus hypoleucus	EN
CHARADRIIFORMES	Alcidae	Auks	Craveri's Murrelet	Synthliboramphus craveri	VU
CHARADRIIFORMES	Alcidae	Auks	Razorbill	Alca torda	LC
CHARADRIIFORMES	Alcidae	Auks	Great Auk	Pinguinus impennis	EX
CHARADRIIFORMES	Alcidae	Auks	Little Auk	Alle alle	LC
CHARADRIIFORMES	Alcidae	Auks	Thick-billed Murre	Uria lomvia	LC
CHARADRIIFORMES	Alcidae	Auks	Common Murre	Uria aalge	LC
STRIGIFORMES	Tytonidae	Barn-owls	Oriental Bay-owl	Phodilus badius	LC
STRIGIFORMES	Tytonidae	Barn-owls	Sri Lanka Bay-owl	Phodilus assimilis	LC
STRIGIFORMES	Tytonidae	Barn-owls	Congo Bay-owl	Phodilus prigoginei	EN
STRIGIFORMES	Tytonidae	Barn-owls	African Grass-owl	Tyto capensis	LC
STRIGIFORMES	Tytonidae	Barn-owls	Eastern Grass-owl	Tyto longimembris	LC
STRIGIFORMES	Tytonidae	Barn-owls	Greater Sooty-owl	Tyto tenebricosa	LC
STRIGIFORMES	Tytonidae	Barn-owls	Lesser Sooty-owl	Tyto multipunctata	LC
STRIGIFORMES	Tytonidae	Barn-owls	Australian Masked-owl	Tyto novaehollandiae	LC
STRIGIFORMES	Tytonidae	Barn-owls	Golden Masked-owl	Tyto aurantia	VU
STRIGIFORMES	Tytonidae	Barn-owls	Seram Masked-owl	Tyto almae	DD
STRIGIFORMES	Tytonidae	Barn-owls	Taliabu Masked-owl	Tyto nigrobrunnea	VU
STRIGIFORMES	Tytonidae	Barn-owls	Minahasa Masked-owl	Tyto inexspectata	VU
STRIGIFORMES	Tytonidae	Barn-owls	Sulawesi Masked-owl	Tyto rosenbergii	LC
STRIGIFORMES	Tytonidae	Barn-owls	Madagascar Red Owl	Tyto soumagnei	VU
STRIGIFORMES	Tytonidae	Barn-owls	Common Barn-owl	Tyto alba	LC
STRIGIFORMES	Tytonidae	Barn-owls	Ashy-faced Owl	Tyto glaucops	LC
STRIGIFORMES	Strigidae	Typical Owls	Rufous Owl	Ninox rufa	LC
STRIGIFORMES	Strigidae	Typical Owls	Powerful Owl	Ninox strenua	LC
STRIGIFORMES	Strigidae	Typical Owls	Barking Owl	Ninox connivens	LC
STRIGIFORMES	Strigidae	Typical Owls	Sumba Boobook	Ninox rudolfi	NT
STRIGIFORMES	Strigidae	Typical Owls	Andaman Boobook	Ninox affinis	LC
STRIGIFORMES	Strigidae	Typical Owls	Southern Boobook	Ninox boobook	LC
STRIGIFORMES	Strigidae	Typical Owls	Tasmanian Boobook	Ninox leucopsis	LC
STRIGIFORMES	Strigidae	Typical Owls	Morepork	Ninox novaeseelandiae	LC
STRIGIFORMES	Strigidae	Typical Owls	Laughing Owl	Ninox albifacies	EX
STRIGIFORMES	Strigidae	Typical Owls	Least Boobook	Ninox sumbaensis	EN
STRIGIFORMES	Strigidae	Typical Owls	Brown Boobook	Ninox scutulata	LC
STRIGIFORMES	Strigidae	Typical Owls	Hume's Boobook	Ninox obscura	LC
STRIGIFORMES	Strigidae	Typical Owls	Northern Boobook	Ninox japonica	LC
STRIGIFORMES	Strigidae	Typical Owls	Chocolate Boobook	Ninox randi	NT
STRIGIFORMES	Strigidae	Typical Owls	Luzon Boobook	Ninox philippensis	LC
STRIGIFORMES	Strigidae	Typical Owls	Mindanao Boobook	Ninox spilocephala	NT
STRIGIFORMES	Strigidae	Typical Owls	Mindoro Boobook	Ninox mindorensis	VU
STRIGIFORMES	Strigidae	Typical Owls	Romblon Boobook	Ninox spilonotus	EN
STRIGIFORMES	Strigidae	Typical Owls	Cebu Boobook	Ninox rumseyi	VU
STRIGIFORMES	Strigidae	Typical Owls	Camiguin Boobook	Ninox leventisi	VU
STRIGIFORMES	Strigidae	Typical Owls	Sulu Boobook	Ninox reyi	VU
STRIGIFORMES	Strigidae	Typical Owls	Ochre-bellied Boobook	Ninox ochracea	NT
STRIGIFORMES	Strigidae	Typical Owls	Togian Boobook	Ninox burhani	NT
STRIGIFORMES	Strigidae	Typical Owls	Cinnabar Boobook	Ninox ios	LC
STRIGIFORMES	Strigidae	Typical Owls	Halmahera Boobook	Ninox hypogramma	LC
STRIGIFORMES	Strigidae	Typical Owls	Tanimbar Boobook	Ninox forbesi	LC
STRIGIFORMES	Strigidae	Typical Owls	Seram Boobook	Ninox squamipila	LC
STRIGIFORMES	Strigidae	Typical Owls	Buru Boobook	Ninox hantu	LC
STRIGIFORMES	Strigidae	Typical Owls	Christmas Island Boobook	Ninox natalis	VU
STRIGIFORMES	Strigidae	Typical Owls	Jungle Boobook	Ninox theomacha	LC
STRIGIFORMES	Strigidae	Typical Owls	Manus Boobook	Ninox meeki	LC
STRIGIFORMES	Strigidae	Typical Owls	Speckled Boobook	Ninox punctulata	LC
STRIGIFORMES	Strigidae	Typical Owls	Bismarck Boobook	Ninox variegata	LC
STRIGIFORMES	Strigidae	Typical Owls	New Britain Boobook	Ninox odiosa	VU
STRIGIFORMES	Strigidae	Typical Owls	West Solomons Boobook	Ninox jacquinoti	LC
STRIGIFORMES	Strigidae	Typical Owls	Guadalcanal Boobook	Ninox granti	NT
STRIGIFORMES	Strigidae	Typical Owls	Malaita Boobook	Ninox malaitae	VU
STRIGIFORMES	Strigidae	Typical Owls	Makira Boobook	Ninox roseoaxillaris	VU
STRIGIFORMES	Strigidae	Typical Owls	Papuan Hawk-owl	Uroglaux dimorpha	LC
STRIGIFORMES	Strigidae	Typical Owls	Reunion Owl	Mascarenotus grucheti	EX
STRIGIFORMES	Strigidae	Typical Owls	Rodrigues Owl	Mascarenotus murivorus	EX
STRIGIFORMES	Strigidae	Typical Owls	Mauritius Owl	Mascarenotus sauzieri	EX
STRIGIFORMES	Strigidae	Typical Owls	Northern Hawk-owl	Surnia ulula	LC
STRIGIFORMES	Strigidae	Typical Owls	Eurasian Pygmy-owl	Glaucidium passerinum	LC
STRIGIFORMES	Strigidae	Typical Owls	Collared Owlet	Glaucidium brodiei	LC
STRIGIFORMES	Strigidae	Typical Owls	Sunda Owlet	Glaucidium sylvaticum	LC
STRIGIFORMES	Strigidae	Typical Owls	Pearl-spotted Owlet	Glaucidium perlatum	LC
STRIGIFORMES	Strigidae	Typical Owls	Red-chested Owlet	Glaucidium tephronotum	LC
STRIGIFORMES	Strigidae	Typical Owls	Sjostedt's Owlet	Glaucidium sjostedti	LC
STRIGIFORMES	Strigidae	Typical Owls	Asian Barred Owlet	Glaucidium cuculoides	LC
STRIGIFORMES	Strigidae	Typical Owls	Javan Owlet	Glaucidium castanopterum	LC
STRIGIFORMES	Strigidae	Typical Owls	Jungle Owlet	Glaucidium radiatum	LC
STRIGIFORMES	Strigidae	Typical Owls	Chestnut-backed Owlet	Glaucidium castanotum	NT
STRIGIFORMES	Strigidae	Typical Owls	African Barred Owlet	Glaucidium capense	LC
STRIGIFORMES	Strigidae	Typical Owls	Chestnut Owlet	Glaucidium castaneum	LC
STRIGIFORMES	Strigidae	Typical Owls	Albertine Owlet	Glaucidium albertinum	NT
STRIGIFORMES	Strigidae	Typical Owls	Mountain Pygmy-owl	Glaucidium gnoma	LC
STRIGIFORMES	Strigidae	Typical Owls	Northern Pygmy-owl	Glaucidium californicum	LC
STRIGIFORMES	Strigidae	Typical Owls	Guatemalan Pygmy-owl	Glaucidium cobanense	LC
STRIGIFORMES	Strigidae	Typical Owls	Baja Pygmy-owl	Glaucidium hoskinsii	LC
STRIGIFORMES	Strigidae	Typical Owls	Costa Rican Pygmy-owl	Glaucidium costaricanum	LC
STRIGIFORMES	Strigidae	Typical Owls	Cloudforest Pygmy-owl	Glaucidium nubicola	VU
STRIGIFORMES	Strigidae	Typical Owls	Andean Pygmy-owl	Glaucidium jardinii	LC
STRIGIFORMES	Strigidae	Typical Owls	Yungas Pygmy-owl	Glaucidium bolivianum	LC
STRIGIFORMES	Strigidae	Typical Owls	Colima Pygmy-owl	Glaucidium palmarum	LC
STRIGIFORMES	Strigidae	Typical Owls	Tamaulipas Pygmy-owl	Glaucidium sanchezi	NT
STRIGIFORMES	Strigidae	Typical Owls	Central American Pygmy-owl	Glaucidium griseiceps	LC
STRIGIFORMES	Strigidae	Typical Owls	Subtropical Pygmy-owl	Glaucidium parkeri	LC
STRIGIFORMES	Strigidae	Typical Owls	Amazonian Pygmy-owl	Glaucidium hardyi	LC
STRIGIFORMES	Strigidae	Typical Owls	Least Pygmy-owl	Glaucidium minutissimum	LC
